score,value
2.799,0.997436943
2.8,0.99744487
2.801,0.997452774
2.802,0.997460656
2.803,0.997468517
2.804,0.997476355
2.805,0.997484171
2.806,0.997491965
2.807,0.997499738
2.808,0.997507489
2.809,0.997515218
2.81,0.997522925
2.811,0.997530611
2.812,0.997538275
2.813,0.997545917
2.814,0.997553539
2.815,0.997561138
2.816,0.997568717
2.817,0.997576274
2.818,0.99758381
2.819,0.997591324
2.82,0.997598818
2.821,0.99760629
2.822,0.997613741
2.823,0.997621171
2.824,0.997628581
2.825,0.997635969
2.826,0.997643337
2.827,0.997650684
2.828,0.99765801
2.829,0.997665315
2.83,0.9976726
2.831,0.997679864
2.832,0.997687108
2.833,0.997694331
2.834,0.997701533
2.835,0.997708716
2.836,0.997715878
2.837,0.997723019
2.838,0.997730141
2.839,0.997737242
2.84,0.997744323
2.841,0.997751384
2.842,0.997758425
2.843,0.997765446
2.844,0.997772448
2.845,0.997779429
2.846,0.99778639
2.847,0.997793332
2.848,0.997800254
2.849,0.997807156
2.85,0.997814039
2.851,0.997820902
2.852,0.997827745
2.853,0.997834569
2.854,0.997841373
2.855,0.997848159
2.856,0.997854924
2.857,0.997861671
2.858,0.997868398
2.859,0.997875106
2.86,0.997881795
2.861,0.997888465
2.862,0.997895115
2.863,0.997901747
2.864,0.99790836
2.865,0.997914954
2.866,0.997921529
2.867,0.997928085
2.868,0.997934622
2.869,0.997941141
2.87,0.997947641
2.871,0.997954122
2.872,0.997960585
2.873,0.997967029
2.874,0.997973455
2.875,0.997979863
2.876,0.997986251
2.877,0.997992622
2.878,0.997998974
2.879,0.998005308
2.88,0.998011624
2.881,0.998017922
2.882,0.998024201
2.883,0.998030463
2.884,0.998036706
2.885,0.998042932
2.886,0.998049139
2.887,0.998055329
2.888,0.998061501
2.889,0.998067655
2.89,0.998073791
2.891,0.998079909
2.892,0.99808601
2.893,0.998092094
2.894,0.998098159
2.895,0.998104207
2.896,0.998110238
2.897,0.998116251
2.898,0.998122247
2.899,0.998128226
2.9,0.998134187
2.901,0.998140131
2.902,0.998146057
2.903,0.998151967
2.904,0.998157859
2.905,0.998163734
2.906,0.998169593
2.907,0.998175434
2.908,0.998181258
2.909,0.998187066
2.91,0.998192856
2.911,0.99819863
2.912,0.998204387
2.913,0.998210127
2.914,0.99821585
2.915,0.998221557
2.916,0.998227247
2.917,0.998232921
2.918,0.998238578
2.919,0.998244219
2.92,0.998249843
2.921,0.998255451
2.922,0.998261042
2.923,0.998266617
2.924,0.998272176
2.925,0.998277719
2.926,0.998283245
2.927,0.998288756
2.928,0.99829425
2.929,0.998299728
2.93,0.99830519
2.931,0.998310636
2.932,0.998316066
2.933,0.998321481
2.934,0.998326879
2.935,0.998332262
2.936,0.998337628
2.937,0.998342979
2.938,0.998348315
2.939,0.998353635
2.94,0.998358939
2.941,0.998364227
2.942,0.9983695
2.943,0.998374758
2.944,0.99838
2.945,0.998385227
2.946,0.998390438
2.947,0.998395634
2.948,0.998400815
2.949,0.99840598
2.95,0.99841113
2.951,0.998416265
2.952,0.998421385
2.953,0.99842649
2.954,0.99843158
2.955,0.998436655
2.956,0.998441715
2.957,0.998446759
2.958,0.998451789
2.959,0.998456804
2.96,0.998461805
2.961,0.99846679
2.962,0.998471761
2.963,0.998476717
2.964,0.998481659
2.965,0.998486585
2.966,0.998491498
2.967,0.998496395
2.968,0.998501278
2.969,0.998506147
2.97,0.998511001
2.971,0.998515841
2.972,0.998520667
2.973,0.998525478
2.974,0.998530275
2.975,0.998535057
2.976,0.998539826
2.977,0.99854458
2.978,0.99854932
2.979,0.998554046
2.98,0.998558758
2.981,0.998563456
2.982,0.99856814
2.983,0.99857281
2.984,0.998577466
2.985,0.998582108
2.986,0.998586737
2.987,0.998591351
2.988,0.998595952
2.989,0.998600539
2.99,0.998605113
2.991,0.998609673
2.992,0.998614219
2.993,0.998618751
2.994,0.99862327
2.995,0.998627776
2.996,0.998632268
2.997,0.998636746
2.998,0.998641212
2.999,0.998645663
3,0.998650102
3.001,0.998654527
3.002,0.998658939
3.003,0.998663338
3.004,0.998667723
3.005,0.998672096
3.006,0.998676455
3.007,0.998680801
3.008,0.998685134
3.009,0.998689454
3.01,0.998693762
3.011,0.998698056
3.012,0.998702337
3.013,0.998706605
3.014,0.998710861
3.015,0.998715104
3.016,0.998719334
3.017,0.998723551
3.018,0.998727755
3.019,0.998731947
3.02,0.998736127
3.021,0.998740293
3.022,0.998744447
3.023,0.998748589
3.024,0.998752718
3.025,0.998756834
3.026,0.998760938
3.027,0.99876503
3.028,0.99876911
3.029,0.998773177
3.03,0.998777231
3.031,0.998781274
3.032,0.998785304
3.033,0.998789322
3.034,0.998793328
3.035,0.998797322
3.036,0.998801303
3.037,0.998805273
3.038,0.99880923
3.039,0.998813176
3.04,0.998817109
3.041,0.998821031
3.042,0.998824941
3.043,0.998828838
3.044,0.998832724
3.045,0.998836598
3.046,0.998840461
3.047,0.998844311
3.048,0.99884815
3.049,0.998851978
3.05,0.998855793
3.051,0.998859597
3.052,0.998863389
3.053,0.99886717
3.054,0.99887094
3.055,0.998874697
3.056,0.998878444
3.057,0.998882179
3.058,0.998885902
3.059,0.998889614
3.06,0.998893315
3.061,0.998897005
3.062,0.998900683
3.063,0.99890435
3.064,0.998908005
3.065,0.99891165
3.066,0.998915283
3.067,0.998918906
3.068,0.998922517
3.069,0.998926117
3.07,0.998929706
3.071,0.998933284
3.072,0.998936851
3.073,0.998940408
3.074,0.998943953
3.075,0.998947487
3.076,0.998951011
3.077,0.998954523
3.078,0.998958025
3.079,0.998961517
3.08,0.998964997
3.081,0.998968467
3.082,0.998971926
3.083,0.998975374
3.084,0.998978812
3.085,0.998982239
3.086,0.998985656
3.087,0.998989062
3.088,0.998992458
3.089,0.998995843
3.09,0.998999218
3.091,0.999002582
3.092,0.999005936
3.093,0.999009279
3.094,0.999012613
3.095,0.999015936
3.096,0.999019248
3.097,0.999022551
3.098,0.999025843
3.099,0.999029125
3.1,0.999032397
3.101,0.999035659
3.102,0.99903891
3.103,0.999042152
3.104,0.999045383
3.105,0.999048605
3.106,0.999051816
3.107,0.999055018
3.108,0.99905821
3.109,0.999061391
3.11,0.999064563
3.111,0.999067725
3.112,0.999070878
3.113,0.99907402
3.114,0.999077153
3.115,0.999080275
3.116,0.999083389
3.117,0.999086492
3.118,0.999089586
3.119,0.99909267
3.12,0.999095745
3.121,0.99909881
3.122,0.999101865
3.123,0.999104911
3.124,0.999107948
3.125,0.999110975
3.126,0.999113992
3.127,0.999117
3.128,0.999119999
3.129,0.999122988
3.13,0.999125968
3.131,0.999128939
3.132,0.999131901
3.133,0.999134853
3.134,0.999137796
3.135,0.999140729
3.136,0.999143654
3.137,0.999146569
3.138,0.999149476
3.139,0.999152373
3.14,0.999155261
3.141,0.99915814
3.142,0.99916101
3.143,0.999163871
3.144,0.999166723
3.145,0.999169566
3.146,0.9991724
3.147,0.999175225
3.148,0.999178042
3.149,0.999180849
3.15,0.999183648
3.151,0.999186438
3.152,0.999189219
3.153,0.999191991
3.154,0.999194755
3.155,0.999197509
3.156,0.999200256
3.157,0.999202993
3.158,0.999205722
3.159,0.999208443
3.16,0.999211154
3.161,0.999213858
3.162,0.999216552
3.163,0.999219238
3.164,0.999221916
3.165,0.999224585
3.166,0.999227246
3.167,0.999229898
3.168,0.999232542
3.169,0.999235178
3.17,0.999237805
3.171,0.999240424
3.172,0.999243035
3.173,0.999245637
3.174,0.999248232
3.175,0.999250817
3.176,0.999253395
3.177,0.999255965
3.178,0.999258526
3.179,0.99926108
3.18,0.999263625
3.181,0.999266162
3.182,0.999268691
3.183,0.999271212
3.184,0.999273725
3.185,0.99927623
3.186,0.999278727
3.187,0.999281216
3.188,0.999283697
3.189,0.999286171
3.19,0.999288636
3.191,0.999291094
3.192,0.999293543
3.193,0.999295985
3.194,0.999298419
3.195,0.999300846
3.196,0.999303264
3.197,0.999305675
3.198,0.999308079
3.199,0.999310474
3.2,0.999312862
3.201,0.999315242
3.202,0.999317615
3.203,0.99931998
3.204,0.999322338
3.205,0.999324688
3.206,0.99932703
3.207,0.999329365
3.208,0.999331693
3.209,0.999334013
3.21,0.999336325
3.211,0.99933863
3.212,0.999340928
3.213,0.999343219
3.214,0.999345502
3.215,0.999347777
3.216,0.999350046
3.217,0.999352307
3.218,0.999354561
3.219,0.999356808
3.22,0.999359047
3.221,0.999361279
3.222,0.999363504
3.223,0.999365722
3.224,0.999367933
3.225,0.999370137
3.226,0.999372333
3.227,0.999374523
3.228,0.999376705
3.229,0.999378881
3.23,0.999381049
3.231,0.99938321
3.232,0.999385365
3.233,0.999387512
3.234,0.999389653
3.235,0.999391786
3.236,0.999393913
3.237,0.999396033
3.238,0.999398146
3.239,0.999400252
3.24,0.999402352
3.241,0.999404444
3.242,0.99940653
3.243,0.999408609
3.244,0.999410681
3.245,0.999412747
3.246,0.999414806
3.247,0.999416858
3.248,0.999418904
3.249,0.999420943
3.25,0.999422975
3.251,0.999425001
3.252,0.99942702
3.253,0.999429033
3.254,0.999431039
3.255,0.999433038
3.256,0.999435031
3.257,0.999437018
3.258,0.999438998
3.259,0.999440972
3.26,0.999442939
3.261,0.9994449
3.262,0.999446854
3.263,0.999448802
3.264,0.999450744
3.265,0.99945268
3.266,0.999454609
3.267,0.999456532
3.268,0.999458448
3.269,0.999460358
3.27,0.999462263
3.271,0.99946416
3.272,0.999466052
3.273,0.999467938
3.274,0.999469817
3.275,0.99947169
3.276,0.999473557
3.277,0.999475418
3.278,0.999477273
3.279,0.999479122
3.28,0.999480965
3.281,0.999482801
3.282,0.999484632
3.283,0.999486457
3.284,0.999488275
3.285,0.999490088
3.286,0.999491895
3.287,0.999493696
3.288,0.999495491
3.289,0.99949728
3.29,0.999499063
3.291,0.99950084
3.292,0.999502612
3.293,0.999504378
3.294,0.999506138
3.295,0.999507892
3.296,0.99950964
3.297,0.999511382
3.298,0.999513119
3.299,0.99951485
3.3,0.999516576
3.301,0.999518296
3.302,0.99952001
3.303,0.999521718
3.304,0.999523421
3.305,0.999525118
3.306,0.99952681
3.307,0.999528496
3.308,0.999530176
3.309,0.999531851
3.31,0.99953352
3.311,0.999535184
3.312,0.999536842
3.313,0.999538495
3.314,0.999540142
3.315,0.999541784
3.316,0.999543421
3.317,0.999545052
3.318,0.999546678
3.319,0.999548298
3.32,0.999549913
3.321,0.999551522
3.322,0.999553127
3.323,0.999554725
3.324,0.999556319
3.325,0.999557907
3.326,0.99955949
3.327,0.999561068
3.328,0.999562641
3.329,0.999564208
3.33,0.99956577
3.331,0.999567327
3.332,0.999568879
3.333,0.999570425
3.334,0.999571967
3.335,0.999573503
3.336,0.999575034
3.337,0.99957656
3.338,0.999578081
3.339,0.999579597
3.34,0.999581108
3.341,0.999582614
3.342,0.999584115
3.343,0.999585611
3.344,0.999587101
3.345,0.999588587
3.346,0.999590068
3.347,0.999591544
3.348,0.999593015
3.349,0.999594481
3.35,0.999595942
3.351,0.999597398
3.352,0.99959885
3.353,0.999600296
3.354,0.999601738
3.355,0.999603175
3.356,0.999604607
3.357,0.999606034
3.358,0.999607457
3.359,0.999608875
3.36,0.999610288
3.361,0.999611696
3.362,0.999613099
3.363,0.999614498
3.364,0.999615892
3.365,0.999617282
3.366,0.999618666
3.367,0.999620047
3.368,0.999621422
3.369,0.999622793
3.37,0.999624159
3.371,0.999625521
3.372,0.999626878
3.373,0.99962823
3.374,0.999629578
3.375,0.999630922
3.376,0.99963226
3.377,0.999633595
3.378,0.999634925
3.379,0.99963625
3.38,0.999637571
3.381,0.999638887
3.382,0.999640199
3.383,0.999641507
3.384,0.99964281
3.385,0.999644109
3.386,0.999645403
3.387,0.999646693
3.388,0.999647979
3.389,0.99964926
3.39,0.999650537
3.391,0.999651809
3.392,0.999653078
3.393,0.999654342
3.394,0.999655602
3.395,0.999656857
3.396,0.999658108
3.397,0.999659355
3.398,0.999660598
3.399,0.999661836
3.4,0.999663071
3.401,0.999664301
3.402,0.999665527
3.403,0.999666749
3.404,0.999667966
3.405,0.99966918
3.406,0.999670389
3.407,0.999671594
3.408,0.999672796
3.409,0.999673993
3.41,0.999675186
3.411,0.999676375
3.412,0.999677559
3.413,0.99967874
3.414,0.999679917
3.415,0.99968109
3.416,0.999682259
3.417,0.999683424
3.418,0.999684584
3.419,0.999685741
3.42,0.999686894
3.421,0.999688043
3.422,0.999689188
3.423,0.99969033
3.424,0.999691467
3.425,0.9996926
3.426,0.99969373
3.427,0.999694855
3.428,0.999695977
3.429,0.999697095
3.43,0.999698209
3.431,0.99969932
3.432,0.999700426
3.433,0.999701529
3.434,0.999702628
3.435,0.999703723
3.436,0.999704815
3.437,0.999705902
3.438,0.999706986
3.439,0.999708066
3.44,0.999709143
3.441,0.999710216
3.442,0.999711285
3.443,0.99971235
3.444,0.999713412
3.445,0.99971447
3.446,0.999715525
3.447,0.999716576
3.448,0.999717623
3.449,0.999718667
3.45,0.999719707
3.451,0.999720743
3.452,0.999721776
3.453,0.999722805
3.454,0.999723831
3.455,0.999724854
3.456,0.999725872
3.457,0.999726888
3.458,0.999727899
3.459,0.999728908
3.46,0.999729912
3.461,0.999730914
3.462,0.999731911
3.463,0.999732906
3.464,0.999733897
3.465,0.999734884
3.466,0.999735868
3.467,0.999736849
3.468,0.999737826
3.469,0.9997388
3.47,0.999739771
3.471,0.999740738
3.472,0.999741702
3.473,0.999742662
3.474,0.999743619
3.475,0.999744573
3.476,0.999745524
3.477,0.999746471
3.478,0.999747415
3.479,0.999748356
3.48,0.999749293
3.481,0.999750227
3.482,0.999751158
3.483,0.999752086
3.484,0.99975301
3.485,0.999753931
3.486,0.999754849
3.487,0.999755764
3.488,0.999756676
3.489,0.999757584
3.49,0.99975849
3.491,0.999759392
3.492,0.999760291
3.493,0.999761187
3.494,0.999762079
3.495,0.999762969
3.496,0.999763856
3.497,0.999764739
3.498,0.999765619
3.499,0.999766497
3.5,0.999767371
3.501,0.999768242
3.502,0.99976911
3.503,0.999769975
3.504,0.999770837
3.505,0.999771696
3.506,0.999772552
3.507,0.999773405
3.508,0.999774255
3.509,0.999775103
3.51,0.999775947
3.511,0.999776788
3.512,0.999777626
3.513,0.999778461
3.514,0.999779294
3.515,0.999780123
3.516,0.99978095
3.517,0.999781773
3.518,0.999782594
3.519,0.999783412
3.52,0.999784227
3.521,0.999785039
3.522,0.999785848
3.523,0.999786654
3.524,0.999787458
3.525,0.999788259
3.526,0.999789057
3.527,0.999789852
3.528,0.999790644
3.529,0.999791433
3.53,0.99979222
3.531,0.999793004
3.532,0.999793785
3.533,0.999794564
3.534,0.999795339
3.535,0.999796112
3.536,0.999796883
3.537,0.99979765
3.538,0.999798415
3.539,0.999799177
3.54,0.999799936
3.541,0.999800693
3.542,0.999801447
3.543,0.999802199
3.544,0.999802947
3.545,0.999803693
3.546,0.999804437
3.547,0.999805178
3.548,0.999805916
3.549,0.999806651
3.55,0.999807384
3.551,0.999808115
3.552,0.999808843
3.553,0.999809568
3.554,0.99981029
3.555,0.99981101
3.556,0.999811728
3.557,0.999812443
3.558,0.999813155
3.559,0.999813865
3.56,0.999814573
3.561,0.999815277
3.562,0.99981598
3.563,0.99981668
3.564,0.999817377
3.565,0.999818072
3.566,0.999818764
3.567,0.999819454
3.568,0.999820142
3.569,0.999820827
3.57,0.999821509
3.571,0.99982219
3.572,0.999822867
3.573,0.999823543
3.574,0.999824216
3.575,0.999824886
3.576,0.999825554
3.577,0.99982622
3.578,0.999826883
3.579,0.999827544
3.58,0.999828203
3.581,0.999828859
3.582,0.999829513
3.583,0.999830165
3.584,0.999830814
3.585,0.999831461
3.586,0.999832106
3.587,0.999832748
3.588,0.999833388
3.589,0.999834026
3.59,0.999834661
3.591,0.999835294
3.592,0.999835925
3.593,0.999836554
3.594,0.99983718
3.595,0.999837804
3.596,0.999838426
3.597,0.999839046
3.598,0.999839663
3.599,0.999840278
3.6,0.999840891
3.601,0.999841502
3.602,0.999842111
3.603,0.999842717
3.604,0.999843321
3.605,0.999843924
3.606,0.999844523
3.607,0.999845121
3.608,0.999845717
3.609,0.99984631
3.61,0.999846901
3.611,0.999847491
3.612,0.999848078
3.613,0.999848663
3.614,0.999849245
3.615,0.999849826
3.616,0.999850405
3.617,0.999850981
3.618,0.999851556
3.619,0.999852128
3.62,0.999852698
3.621,0.999853267
3.622,0.999853833
3.623,0.999854397
3.624,0.999854959
3.625,0.999855519
3.626,0.999856077
3.627,0.999856633
3.628,0.999857187
3.629,0.999857739
3.63,0.999858289
3.631,0.999858837
3.632,0.999859383
3.633,0.999859927
3.634,0.99986047
3.635,0.99986101
3.636,0.999861548
3.637,0.999862084
3.638,0.999862618
3.639,0.999863151
3.64,0.999863681
3.641,0.999864209
3.642,0.999864736
3.643,0.999865261
3.644,0.999865783
3.645,0.999866304
3.646,0.999866823
3.647,0.99986734
3.648,0.999867855
3.649,0.999868368
3.65,0.99986888
3.651,0.999869389
3.652,0.999869897
3.653,0.999870403
3.654,0.999870907
3.655,0.999871409
3.656,0.999871909
3.657,0.999872408
3.658,0.999872904
3.659,0.999873399
3.66,0.999873892
3.661,0.999874384
3.662,0.999874873
3.663,0.999875361
3.664,0.999875847
3.665,0.999876331
3.666,0.999876813
3.667,0.999877294
3.668,0.999877772
3.669,0.999878249
3.67,0.999878725
3.671,0.999879198
3.672,0.99987967
3.673,0.99988014
3.674,0.999880609
3.675,0.999881075
3.676,0.99988154
3.677,0.999882003
3.678,0.999882465
3.679,0.999882925
3.68,0.999883383
3.681,0.999883839
3.682,0.999884294
3.683,0.999884747
3.684,0.999885199
3.685,0.999885649
3.686,0.999886097
3.687,0.999886543
3.688,0.999886988
3.689,0.999887431
3.69,0.999887873
3.691,0.999888313
3.692,0.999888751
3.693,0.999889188
3.694,0.999889623
3.695,0.999890057
3.696,0.999890489
3.697,0.999890919
3.698,0.999891348
3.699,0.999891775
3.7,0.9998922
3.701,0.999892624
3.702,0.999893047
3.703,0.999893468
3.704,0.999893887
3.705,0.999894305
3.706,0.999894721
3.707,0.999895136
3.708,0.999895549
3.709,0.99989596
3.71,0.99989637
3.711,0.999896779
3.712,0.999897186
3.713,0.999897592
3.714,0.999897996
3.715,0.999898398
3.716,0.999898799
3.717,0.999899199
3.718,0.999899597
3.719,0.999899993
3.72,0.999900389
3.721,0.999900782
3.722,0.999901174
3.723,0.999901565
3.724,0.999901955
3.725,0.999902342
3.726,0.999902729
3.727,0.999903114
3.728,0.999903497
3.729,0.999903879
3.73,0.99990426
3.731,0.999904639
3.732,0.999905017
3.733,0.999905394
3.734,0.999905769
3.735,0.999906142
3.736,0.999906515
3.737,0.999906886
3.738,0.999907255
3.739,0.999907623
3.74,0.99990799
3.741,0.999908355
3.742,0.999908719
3.743,0.999909082
3.744,0.999909443
3.745,0.999909803
3.746,0.999910162
3.747,0.999910519
3.748,0.999910875
3.749,0.999911229
3.75,0.999911583
3.751,0.999911935
3.752,0.999912285
3.753,0.999912635
3.754,0.999912983
3.755,0.999913329
3.756,0.999913675
3.757,0.999914019
3.758,0.999914362
3.759,0.999914703
3.76,0.999915043
3.761,0.999915382
3.762,0.99991572
3.763,0.999916056
3.764,0.999916392
3.765,0.999916725
3.766,0.999917058
3.767,0.999917389
3.768,0.99991772
3.769,0.999918049
3.77,0.999918376
3.771,0.999918703
3.772,0.999919028
3.773,0.999919352
3.774,0.999919675
3.775,0.999919996
3.776,0.999920317
3.777,0.999920636
3.778,0.999920954
3.779,0.99992127
3.78,0.999921586
3.781,0.9999219
3.782,0.999922213
3.783,0.999922525
3.784,0.999922836
3.785,0.999923146
3.786,0.999923454
3.787,0.999923761
3.788,0.999924068
3.789,0.999924373
3.79,0.999924676
3.791,0.999924979
3.792,0.999925281
3.793,0.999925581
3.794,0.99992588
3.795,0.999926178
3.796,0.999926475
3.797,0.999926771
3.798,0.999927066
3.799,0.999927359
3.8,0.999927652
3.801,0.999927943
3.802,0.999928234
3.803,0.999928523
3.804,0.999928811
3.805,0.999929098
3.806,0.999929384
3.807,0.999929669
3.808,0.999929952
3.809,0.999930235
3.81,0.999930517
3.811,0.999930797
3.812,0.999931077
3.813,0.999931355
3.814,0.999931632
3.815,0.999931909
3.816,0.999932184
3.817,0.999932458
3.818,0.999932731
3.819,0.999933003
3.82,0.999933274
3.821,0.999933544
3.822,0.999933813
3.823,0.999934081
3.824,0.999934348
3.825,0.999934614
3.826,0.999934879
3.827,0.999935143
3.828,0.999935406
3.829,0.999935667
3.83,0.999935928
3.831,0.999936188
3.832,0.999936447
3.833,0.999936705
3.834,0.999936962
3.835,0.999937218
3.836,0.999937473
3.837,0.999937727
3.838,0.99993798
3.839,0.999938232
3.84,0.999938483
3.841,0.999938733
3.842,0.999938982
3.843,0.99993923
3.844,0.999939477
3.845,0.999939724
3.846,0.999939969
3.847,0.999940214
3.848,0.999940457
3.849,0.999940699
3.85,0.999940941
3.851,0.999941182
3.852,0.999941421
3.853,0.99994166
3.854,0.999941898
3.855,0.999942135
3.856,0.999942371
3.857,0.999942606
3.858,0.999942841
3.859,0.999943074
3.86,0.999943306
3.861,0.999943538
3.862,0.999943769
3.863,0.999943998
3.864,0.999944227
3.865,0.999944455
3.866,0.999944683
3.867,0.999944909
3.868,0.999945134
3.869,0.999945359
3.87,0.999945582
3.871,0.999945805
3.872,0.999946027
3.873,0.999946248
3.874,0.999946468
3.875,0.999946688
3.876,0.999946906
3.877,0.999947124
3.878,0.999947341
3.879,0.999947557
3.88,0.999947772
3.881,0.999947986
3.882,0.9999482
3.883,0.999948412
3.884,0.999948624
3.885,0.999948835
3.886,0.999949045
3.887,0.999949255
3.888,0.999949463
3.889,0.999949671
3.89,0.999949878
3.891,0.999950084
3.892,0.999950289
3.893,0.999950494
3.894,0.999950698
3.895,0.999950901
3.896,0.999951103
3.897,0.999951304
3.898,0.999951505
3.899,0.999951705
3.9,0.999951904
3.901,0.999952102
3.902,0.999952299
3.903,0.999952496
3.904,0.999952692
3.905,0.999952887
3.906,0.999953082
3.907,0.999953275
3.908,0.999953468
3.909,0.999953661
3.91,0.999953852
3.911,0.999954043
3.912,0.999954233
3.913,0.999954422
3.914,0.99995461
3.915,0.999954798
3.916,0.999954985
3.917,0.999955171
3.918,0.999955357
3.919,0.999955541
3.92,0.999955726
3.921,0.999955909
3.922,0.999956092
3.923,0.999956273
3.924,0.999956455
3.925,0.999956635
3.926,0.999956815
3.927,0.999956994
3.928,0.999957172
3.929,0.99995735
3.93,0.999957527
3.931,0.999957703
3.932,0.999957879
3.933,0.999958054
3.934,0.999958228
3.935,0.999958402
3.936,0.999958575
3.937,0.999958747
3.938,0.999958918
3.939,0.999959089
3.94,0.999959259
3.941,0.999959429
3.942,0.999959598
3.943,0.999959766
3.944,0.999959933
3.945,0.9999601
3.946,0.999960266
3.947,0.999960432
3.948,0.999960597
3.949,0.999960761
3.95,0.999960924
3.951,0.999961087
3.952,0.99996125
3.953,0.999961411
3.954,0.999961572
3.955,0.999961733
3.956,0.999961892
3.957,0.999962052
3.958,0.99996221
3.959,0.999962368
3.96,0.999962525
3.961,0.999962682
3.962,0.999962838
3.963,0.999962993
3.964,0.999963148
3.965,0.999963302
3.966,0.999963456
3.967,0.999963609
3.968,0.999963761
3.969,0.999963913
3.97,0.999964064
3.971,0.999964214
3.972,0.999964364
3.973,0.999964513
3.974,0.999964662
3.975,0.99996481
3.976,0.999964958
3.977,0.999965105
3.978,0.999965251
3.979,0.999965397
3.98,0.999965542
3.981,0.999965687
3.982,0.999965831
3.983,0.999965975
3.984,0.999966118
3.985,0.99996626
3.986,0.999966402
3.987,0.999966543
3.988,0.999966684
3.989,0.999966824
3.99,0.999966963
3.991,0.999967102
3.992,0.999967241
3.993,0.999967379
3.994,0.999967516
3.995,0.999967653
3.996,0.999967789
3.997,0.999967925
3.998,0.99996806
3.999,0.999968195
4,0.999968329
4.001,0.999968462
4.002,0.999968595
4.003,0.999968728
4.004,0.99996886
4.005,0.999968991
4.006,0.999969122
4.007,0.999969253
4.008,0.999969382
4.009,0.999969512
4.01,0.999969641
4.011,0.999969769
4.012,0.999969897
4.013,0.999970024
4.014,0.999970151
4.015,0.999970277
4.016,0.999970403
4.017,0.999970528
4.018,0.999970653
4.019,0.999970777
4.02,0.999970901
4.021,0.999971024
4.022,0.999971147
4.023,0.999971269
4.024,0.999971391
4.025,0.999971512
4.026,0.999971633
4.027,0.999971753
4.028,0.999971873
4.029,0.999971993
4.03,0.999972112
4.031,0.99997223
4.032,0.999972348
4.033,0.999972465
4.034,0.999972582
4.035,0.999972699
4.036,0.999972815
4.037,0.99997293
4.038,0.999973046
4.039,0.99997316
4.04,0.999973274
4.041,0.999973388
4.042,0.999973501
4.043,0.999973614
4.044,0.999973727
4.045,0.999973838
4.046,0.99997395
4.047,0.999974061
4.048,0.999974171
4.049,0.999974282
4.05,0.999974391
4.051,0.9999745
4.052,0.999974609
4.053,0.999974717
4.054,0.999974825
4.055,0.999974933
4.056,0.99997504
4.057,0.999975146
4.058,0.999975253
4.059,0.999975358
4.06,0.999975464
4.061,0.999975569
4.062,0.999975673
4.063,0.999975777
4.064,0.999975881
4.065,0.999975984
4.066,0.999976087
4.067,0.999976189
4.068,0.999976291
4.069,0.999976392
4.07,0.999976493
4.071,0.999976594
4.072,0.999976694
4.073,0.999976794
4.074,0.999976894
4.075,0.999976993
4.076,0.999977091
4.077,0.99997719
4.078,0.999977288
4.079,0.999977385
4.08,0.999977482
4.081,0.999977579
4.082,0.999977675
4.083,0.999977771
4.084,0.999977866
4.085,0.999977962
4.086,0.999978056
4.087,0.999978151
4.088,0.999978245
4.089,0.999978338
4.09,0.999978431
4.091,0.999978524
4.092,0.999978617
4.093,0.999978709
4.094,0.9999788
4.095,0.999978892
4.096,0.999978983
4.097,0.999979073
4.098,0.999979163
4.099,0.999979253
4.1,0.999979342
4.101,0.999979432
4.102,0.99997952
4.103,0.999979609
4.104,0.999979697
4.105,0.999979784
4.106,0.999979872
4.107,0.999979958
4.108,0.999980045
4.109,0.999980131
4.11,0.999980217
4.111,0.999980303
4.112,0.999980388
4.113,0.999980472
4.114,0.999980557
4.115,0.999980641
4.116,0.999980725
4.117,0.999980808
4.118,0.999980891
4.119,0.999980974
4.12,0.999981056
4.121,0.999981138
4.122,0.99998122
4.123,0.999981302
4.124,0.999981383
4.125,0.999981463
4.126,0.999981544
4.127,0.999981624
4.128,0.999981703
4.129,0.999981783
4.13,0.999981862
4.131,0.999981941
4.132,0.999982019
4.133,0.999982097
4.134,0.999982175
4.135,0.999982252
4.136,0.999982329
4.137,0.999982406
4.138,0.999982483
4.139,0.999982559
4.14,0.999982635
4.141,0.99998271
4.142,0.999982785
4.143,0.99998286
4.144,0.999982935
4.145,0.999983009
4.146,0.999983083
4.147,0.999983157
4.148,0.99998323
4.149,0.999983303
4.15,0.999983376
4.151,0.999983449
4.152,0.999983521
4.153,0.999983593
4.154,0.999983664
4.155,0.999983736
4.156,0.999983807
4.157,0.999983877
4.158,0.999983948
4.159,0.999984018
4.16,0.999984088
4.161,0.999984157
4.162,0.999984226
4.163,0.999984295
4.164,0.999984364
4.165,0.999984432
4.166,0.9999845
4.167,0.999984568
4.168,0.999984636
4.169,0.999984703
4.17,0.99998477
4.171,0.999984837
4.172,0.999984903
4.173,0.999984969
4.174,0.999985035
4.175,0.999985101
4.176,0.999985166
4.177,0.999985231
4.178,0.999985296
4.179,0.99998536
4.18,0.999985425
4.181,0.999985489
4.182,0.999985552
4.183,0.999985616
4.184,0.999985679
4.185,0.999985742
4.186,0.999985804
4.187,0.999985867
4.188,0.999985929
4.189,0.999985991
4.19,0.999986052
4.191,0.999986114
4.192,0.999986175
4.193,0.999986236
4.194,0.999986296
4.195,0.999986356
4.196,0.999986416
4.197,0.999986476
4.198,0.999986536
